width: 21 pixels
height: 1383 pixels
channels: 3


(5, 0, 0, 0)
(5, 0, 0, 0)
(5, 0, 0, 0)
(5, 0, 0, 0)
(5, 0, 0, 0)
(9, 0, 0, 0)
(9, 0, 0, 0)
(9, 0, 0, 0)
(9, 0, 0, 0)
(9, 0, 0, 0)
(14, 0, 0, 0)
(15, 0, 0, 0)
(15, 0, 0, 0)
(15, 0, 0, 0)
(15, 0, 0, 0)
(15, 0, 0, 0)
(20, 0, 0, 0)
(20, 0, 0, 0)
(20, 0, 0, 0)
(20, 0, 0, 0)
(20, 0, 0, 0)
(22, 0, 0, 0)
(24, 0, 0, 0)
(24, 0, 0, 0)
(24, 0, 0, 0)
(24, 0, 0, 0)
(24, 0, 0, 0)
(30, 0, 0, 0)
(30, 0, 0, 0)
(30, 0, 0, 0)
(30, 0, 0, 0)
(30, 0, 0, 0)
(30, 0, 0, 0)
(34, 0, 0, 0)
(34, 0, 0, 0)
(34, 0, 0, 0)
(34, 0, 0, 0)
(34, 0, 0, 0)
(39, 0, 0, 0)
(40, 0, 0, 0)
(40, 0, 0, 0)
(40, 0, 0, 0)
(40, 0, 0, 0)
(40, 0, 0, 0)
(45, 0, 0, 0)
(45, 0, 0, 0)
(45, 0, 0, 0)
(45, 0, 0, 0)
(45, 0, 0, 0)
(50, 0, 0, 0)
(50, 0, 0, 0)
(50, 0, 0, 0)
(50, 0, 0, 0)
(50, 0, 0, 0)
(53, 0, 0, 0)
(56, 0, 0, 0)
(56, 0, 0, 0)
(56, 0, 0, 0)
(56, 0, 0, 0)
(56, 0, 0, 0)
(61, 0, 0, 0)
(61, 0, 0, 0)
(61, 0, 0, 0)
(61, 0, 0, 0)
(61, 0, 0, 0)
(61, 0, 0, 0)
(65, 0, 0, 0)
(65, 0, 0, 0)
(65, 0, 0, 0)
(65, 0, 0, 0)
(65, 0, 0, 0)
(70, 0, 0, 0)
(71, 0, 0, 0)
(71, 0, 0, 0)
(71, 0, 0, 0)
(71, 0, 0, 0)
(71, 0, 0, 0)
(76, 0, 0, 0)
(76, 0, 0, 0)
(76, 0, 0, 0)
(76, 0, 0, 0)
(76, 0, 0, 0)
(78, 0, 0, 0)
(81, 0, 0, 0)
(81, 0, 0, 0)
(81, 0, 0, 0)
(81, 0, 0, 0)
(81, 0, 0, 0)
(86, 0, 0, 0)
(86, 0, 0, 0)
(86, 0, 0, 0)
(86, 0, 0, 0)
(86, 0, 0, 0)
(86, 0, 0, 0)
(90, 0, 0, 0)
(90, 0, 0, 0)
(90, 0, 0, 0)
(90, 0, 0, 0)
(90, 0, 0, 0)
(96, 0, 0, 0)
(96, 0, 0, 0)
(96, 0, 0, 0)
(96, 0, 0, 0)
(96, 0, 0, 0)
(100, 0, 0, 0)
(102, 0, 0, 0)
(102, 0, 0, 0)
(102, 0, 0, 0)
(102, 0, 0, 0)
(102, 0, 0, 0)
(106, 0, 0, 0)
(106, 0, 0, 0)
(106, 0, 0, 0)
(106, 0, 0, 0)
(106, 0, 0, 0)
(109, 0, 0, 0)
(112, 0, 0, 0)
(112, 0, 0, 0)
(112, 0, 0, 0)
(112, 0, 0, 0)
(112, 0, 0, 0)
(117, 0, 0, 0)
(117, 0, 0, 0)
(117, 0, 0, 0)
(117, 0, 0, 0)
(117, 0, 0, 0)
(117, 0, 0, 0)
(121, 0, 0, 0)
(121, 0, 0, 0)
(121, 0, 0, 0)
(121, 0, 0, 0)
(121, 0, 0, 0)
(126, 0, 0, 0)
(127, 0, 0, 0)
(127, 0, 0, 0)
(127, 0, 0, 0)
(127, 0, 0, 0)
(127, 0, 0, 0)
(131, 0, 0, 0)
(131, 0, 0, 0)
(131, 0, 0, 0)
(131, 0, 0, 0)
(131, 0, 0, 0)
(134, 0, 0, 0)
(137, 0, 0, 0)
(137, 0, 0, 0)
(137, 0, 0, 0)
(137, 0, 0, 0)
(137, 0, 0, 0)
(142, 0, 0, 0)
(142, 0, 0, 0)
(142, 0, 0, 0)
(142, 0, 0, 0)
(142, 0, 0, 0)
(147, 0, 0, 0)
(147, 0, 0, 0)
(147, 0, 0, 0)
(147, 0, 0, 0)
(147, 0, 0, 0)
(147, 0, 0, 0)
(153, 0, 0, 0)
(153, 0, 0, 0)
(153, 0, 0, 0)
(153, 0, 0, 0)
(153, 0, 0, 0)
(157, 0, 0, 0)
(158, 0, 0, 0)
(158, 0, 0, 0)
(158, 0, 0, 0)
(158, 0, 0, 0)
(158, 0, 0, 0)
(163, 0, 0, 0)
(163, 0, 0, 0)
(163, 0, 0, 0)
(163, 0, 0, 0)
(163, 0, 0, 0)
(164, 0, 0, 0)
(168, 0, 0, 0)
(168, 0, 0, 0)
(168, 0, 0, 0)
(168, 0, 0, 0)
(168, 0, 0, 0)
(173, 0, 0, 0)
(173, 0, 0, 0)
